frame.time_epoch,tcp.seq
"1686855133.633344573","1042099"
"1686855133.633345645","1043447"
"1686855133.634371724","1044795"
"1686855133.634372675","1046143"
"1686855133.635416667","1047491"
"1686855133.635417689","1048839"
"1686855133.636507948","1050187"
"1686855133.636508890","1051535"
"1686855133.637597505","1052883"
"1686855133.637598477","1054231"
"1686855133.638657737","1055579"
"1686855133.638658950","1056927"
"1686855133.639843796","1058275"
"1686855133.639991884","1059623"
"1686855133.640850949","1060971"
"1686855133.640852041","1062319"
"1686855133.641931009","1063667"
"1686855133.641933243","1065015"
"1686855133.643003444","1066363"
"1686855133.643005207","1067711"
"1686855133.644146151","1069059"
"1686855133.644147364","1070407"
"1686855133.645192558","1071755"
"1686855133.645193630","1073103"
"1686855133.646245556","989527"
"1686855133.646805779","1074451"
"1686855133.646806911","1075799"
"1686855133.647956601","1077147"
"1686855133.647957683","1078495"
"1686855133.648959576","1079843"
"1686855133.648960588","1081191"
"1686855133.650065634","1082539"
"1686855133.650066656","1083887"
"1686855133.651262744","1017835"
"1686855133.651702921","1085235"
"1686855133.651703983","1086583"
"1686855133.652776108","1087931"
"1686855133.652778392","1089279"
"1686855133.653907795","1090627"
"1686855133.653909037","1091975"
"1686855133.655541755","1093323"
